"BranchID","BranchName","DeptID","DeptName","CategoryID","CategoryName","Qty","NetSales","Cost","GM$","GM%","TranDate_DDMMYYYY"
517,Maxval-u Supermart - Flagstaff,"58",Food,"5801",Speciality Food,"2.0000","25.5963","19.1960","6.4003","25.0000","07/01/2022"
542,Maxval-u Supermart - Premium Savusavu,"60",Beverages,"6004",Beverage - Cold,"160.0000","309.0368","260.4550","48.5818","15.7200","07/01/2022"
532,Maxval-u Supermart - Tavua,"60",Beverages,"6004",Beverage - Cold,"270.0000","462.4680","420.8990","41.5690","8.9800","06/01/2022"
581,Maxval-u Supermart - Valelevu,"60",Beverages,"6001",Beverage Hot - Tea,"118.0000","219.7707","194.5960","25.1747","11.4500","07/01/2022"
564,Maxval-u Supermart - Lami,"58",Food,"5801",Speciality Food,"1.0000","23.8073","18.2000","5.6073","23.5500","05/01/2022"
564,Maxval-u Supermart - Lami,"60",Beverages,"6004",Beverage - Cold,"363.0000","796.5505","695.4220","101.1285","12.6900","06/01/2022"
532,Maxval-u Supermart - Tavua,"58",Food,"5801",Speciality Food,"3.0000","2.7523","1.6590","1.0933","39.7200","06/01/2022"
523,Maxval-u Supermart - Sigatoka,"64",Meat,"6409",Seafood,"1.5200","12.4771","10.5430","1.9341","15.5000","04/01/2022"
524,Maxval-u Supermart - Namaka,"58",Food,"5801",Speciality Food,"3.0000","20.1376","14.8670","5.2706","26.1700","07/01/2022"
581,Maxval-u Supermart - Valelevu,"60",Beverages,"6001",Beverage Hot - Tea,"91.0000","194.5322","168.2880","26.2442","13.4900","06/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5803",Canned Fruits,"63.0000","125.8715","87.1240","38.7475","30.7800","01/01/2022"
512,Maxval-u Supermart - City Homemaker,"58",Food,"5823",Spread,"76.0000","283.3487","198.4570","84.8917","29.9600","07/01/2022"
521,Maxval-u Supermart - Hypermarket,"60",Beverages,"6001",Beverage Hot - Tea,"132.0000","197.0091","176.8330","20.1761","10.2400","01/01/2022"
531,Maxval-u Supermart - Ba,"58",Food,"5822",Cheese,"4.0000","29.1743","23.9160","5.2583","18.0200","01/01/2022"
542,Maxval-u Supermart - Premium Savusavu,"29",School & Office,"2911",Modems,"1.0000","1.0550","0.7500","0.3050","28.9000","02/01/2022"
521,Maxval-u Supermart - Hypermarket,"60",Beverages,"6001",Beverage Hot - Tea,"71.0000","130.6791","111.4840","19.1951","14.6800","07/01/2022"
531,Maxval-u Supermart - Ba,"58",Food,"5803",Canned Fruits,"27.0000","51.2385","34.0010","17.2375","33.6400","02/01/2022"
564,Maxval-u Supermart - Lami,"60",Beverages,"6004",Beverage - Cold,"778.0000","1219.3579","1170.4220","48.9359","4.0100","01/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5823",Spread,"27.0000","116.6057","75.8150","40.7907","34.9800","05/01/2022"
523,Maxval-u Supermart - Sigatoka,"58",Food,"5838",Snacks And Savouries,"729.0000","574.6330","422.6530","151.9800","26.4400","06/01/2022"
542,Maxval-u Supermart - Premium Savusavu,"58",Food,"5801",Speciality Food,"1.0000","2.7523","1.6500","1.1023","40.0500","04/01/2022"
561,Maxval-u Supermart - Naulu,"61",Supermarket (Non-Food),"6104",Disposable Products,"17.0000","32.8441","22.5080","10.3361","31.4700","07/01/2022"
531,Maxval-u Supermart - Ba,"58",Food,"5803",Canned Fruits,"50.0000","98.4219","66.8650","31.5569","32.0600","01/01/2022"
513,Maxval-u Nausori,"60",Beverages,"6004",Beverage - Cold,"792.0000","1438.3488","1239.2810","199.0678","13.8400","05/01/2022"
514,MHCC Level 1 Supermarket,"58",Food,"5803",Canned Fruits,"3.0000","7.7798","4.8150","2.9648","38.1000","06/01/2022"
513,Maxval-u Nausori,"58",Food,"5838",Snacks And Savouries,"1133.0000","857.3671","615.4590","241.9081","28.2100","04/01/2022"
551,MH  Superfresh,"61",Supermarket (Non-Food),"6104",Disposable Products,"15.0000","47.9633","33.6700","14.2933","29.8000","03/01/2022"
512,Maxval-u Supermart - City Homemaker,"47",Handiman,"4701",Outdoor  Power Tools,"2.0000","6.3303","4.3500","1.9803","31.2800","04/01/2022"
564,Maxval-u Supermart - Lami,"60",Beverages,"6004",Beverage - Cold,"431.0000","625.5966","549.8720","75.7246","12.1000","07/01/2022"
513,Maxval-u Nausori,"58",Food,"5822",Cheese,"3.0000","21.8807","17.7540","4.1267","18.8500","06/01/2022"
521,Maxval-u Supermart - Hypermarket,"58",Food,"5803",Canned Fruits,"30.0000","71.8348","48.8850","22.9498","31.9400","01/01/2022"
517,Maxval-u Supermart - Flagstaff,"60",Beverages,"6001",Beverage Hot - Tea,"36.0000","76.7339","62.3190","14.4149","18.7800","06/01/2022"
545,Maxval-u Supermart - Labasa Town,"60",Beverages,"6004",Beverage - Cold,"242.0000","418.4862","374.0640","44.4222","10.6100","06/01/2022"
551,MH  Superfresh,"58",Food,"5853",Coconut Cream,"9.0000","35.0917","19.2510","15.8407","45.1400","07/01/2022"
531,Maxval-u Supermart - Ba,"60",Beverages,"6001",Beverage Hot - Tea,"98.0000","164.5963","151.4420","13.1543","7.9900","06/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5803",Canned Fruits,"12.0000","25.5047","19.8870","5.6177","22.0200","07/01/2022"
542,Maxval-u Supermart - Premium Savusavu,"58",Food,"5838",Snacks And Savouries,"62.0000","125.9262","91.9410","33.9852","26.9800","05/01/2022"
551,MH  Superfresh,"29",School & Office,"2906",Colouring & Art Materials,"6.0000","28.5780","20.6400","7.9380","27.7700","02/01/2022"
532,Maxval-u Supermart - Tavua,"58",Food,"5853",Coconut Cream,"5.0000","15.0918","9.2690","5.8228","38.5800","06/01/2022"
523,Maxval-u Supermart - Sigatoka,"29",School & Office,"2906",Colouring & Art Materials,"5.0000","6.3303","4.6000","1.7303","27.3300","04/01/2022"
511,MHCC Level 2 Homemaker,"29",School & Office,"2911",Modems,"13.0000","91.9725","101.3090",-9.3365,-10.1500,"05/01/2022"
513,Maxval-u Nausori,"58",Food,"5822",Cheese,"2.0000","14.5872","11.8360","2.7512","18.8600","04/01/2022"
513,Maxval-u Nausori,"60",Beverages,"6001",Beverage Hot - Tea,"139.0000","209.8258","190.8530","18.9728","9.0400","01/01/2022"
545,Maxval-u Supermart - Labasa Town,"60",Beverages,"6001",Beverage Hot - Tea,"21.0000","47.7890","38.5820","9.2070","19.2600","02/01/2022"
527,Maxval-u Supermart - Navua,"58",Food,"5822",Cheese,"3.0000","28.8991","18.1500","10.7491","37.1900","05/01/2022"
513,Maxval-u Nausori,"58",Food,"5801",Speciality Food,"4.0000","7.1560","4.0000","3.1560","44.1000","06/01/2022"
512,Maxval-u Supermart - City Homemaker,"58",Food,"5838",Snacks And Savouries,"1791.0000","1176.0279","978.5900","197.4379","16.7800","01/01/2022"
523,Maxval-u Supermart - Sigatoka,"60",Beverages,"6001",Beverage Hot - Tea,"53.0000","86.7981","75.0930","11.7051","13.4800","05/01/2022"
513,Maxval-u Nausori,"60",Beverages,"6001",Beverage Hot - Tea,"131.0000","229.5231","210.4580","19.0651","8.3000","07/01/2022"
545,Maxval-u Supermart - Labasa Town,"58",Food,"5803",Canned Fruits,"57.0000","135.3028","98.1230","37.1798","27.4700","01/01/2022"
561,Maxval-u Supermart - Naulu,"60",Beverages,"6004",Beverage - Cold,"674.0000","1150.0920","1013.5670","136.5250","11.8700","05/01/2022"
513,Maxval-u Nausori,"29",School & Office,"2906",Colouring & Art Materials,"5.0000","8.2569","6.0600","2.1969","26.6000","07/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5822",Cheese,"1.0000","7.2936","5.7200","1.5736","21.5700","01/01/2022"
545,Maxval-u Supermart - Labasa Town,"58",Food,"5803",Canned Fruits,"8.0000","21.3762","14.3700","7.0062","32.7700","05/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5838",Snacks And Savouries,"1751.0000","940.2753","766.6220","173.6533","18.4600","01/01/2022"
524,Maxval-u Supermart - Namaka,"61",Supermarket (Non-Food),"6119",Pet Care,"1.0000","23.0275","15.9500","7.0775","30.7300","04/01/2022"
512,Maxval-u Supermart - City Homemaker,"61",Supermarket (Non-Food),"6104",Disposable Products,"17.0000","49.6331","32.8270","16.8061","33.8600","04/01/2022"
523,Maxval-u Supermart - Sigatoka,"58",Food,"5803",Canned Fruits,"4.0000","9.0826","5.5010","3.5816","39.4300","07/01/2022"
542,Maxval-u Supermart - Premium Savusavu,"60",Beverages,"6004",Beverage - Cold,"189.0000","531.5600","462.6280","68.9320","12.9600","05/01/2022"
542,Maxval-u Supermart - Premium Savusavu,"25",Homeware,"2505",Cleaning Requirements,"1.0000","1.1468","0.5310","0.6158","53.6900","02/01/2022"
564,Maxval-u Supermart - Lami,"58",Food,"5807",Sauce,"38.0000","94.7248","63.8870","30.8378","32.5500","04/01/2022"
545,Maxval-u Supermart - Labasa Town,"67",Vegetable,"6704",Imported VegetableS-Prepack,"658.0000","1424.6606","1253.4900","171.1706","12.0100","01/01/2022"
545,Maxval-u Supermart - Labasa Town,"67",Vegetable,"6704",Imported VegetableS-Prepack,"60.0000","129.9083","114.3000","15.6083","12.0100","02/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5865",Export - Png,"8.0000","23.1927","21.9120","1.2807","5.5200","07/01/2022"
537,Maxval-u Supermart - Rakiraki,"61",Supermarket (Non-Food),"6109",Fabric Care,"181.0000","488.8260","385.0810","103.7450","21.2200","04/01/2022"
521,Maxval-u Supermart - Hypermarket,"32",Toys,"3201",Infant / Preschool Toys,"1.0000","0.9174","0.6000","0.3174","34.5900","03/01/2022"
512,Maxval-u Supermart - City Homemaker,"61",Supermarket (Non-Food),"6117",Pharmaceuticals,"1.0000","6.3211","4.8650","1.4561","23.0300","07/01/2022"
517,Maxval-u Supermart - Flagstaff,"66",Fruit,"6610",Imported Fruits,"355.0150","245.8807","165.8338","80.0469","32.5500","04/01/2022"
521,Maxval-u Supermart - Hypermarket,"58",Food,"5865",Export - Png,"5.0000","14.4954","13.6950","0.8004","5.5200","04/01/2022"
532,Maxval-u Supermart - Tavua,"25",Homeware,"2505",Cleaning Requirements,"2.0000","5.8257","3.8970","1.9287","33.1000","06/01/2022"
517,Maxval-u Supermart - Flagstaff,"61",Supermarket (Non-Food),"6117",Pharmaceuticals,"1.0000","22.8899","18.0000","4.8899","21.3600","05/01/2022"
545,Maxval-u Supermart - Labasa Town,"32",Toys,"3201",Infant / Preschool Toys,"2.0000","1.8349","1.2000","0.6349","34.6000","06/01/2022"
521,Maxval-u Supermart - Hypermarket,"58",Food,"5807",Sauce,"39.0000","97.2936","70.2760","27.0176","27.7600","03/01/2022"
531,Maxval-u Supermart - Ba,"61",Supermarket (Non-Food),"6117",Pharmaceuticals,"2.0000","17.7523","13.6500","4.1023","23.1000","07/01/2022"
531,Maxval-u Supermart - Ba,"58",Food,"5830",Oil,"46.0000","315.5413","268.8630","46.6783","14.7900","05/01/2022"
523,Maxval-u Supermart - Sigatoka,"67",Vegetable,"6704",Imported VegetableS-Prepack,"92.0000","188.2202","175.3520","12.8682","6.8300","01/01/2022"
564,Maxval-u Supermart - Lami,"58",Food,"5807",Sauce,"32.0000","105.2386","69.3990","35.8396","34.0500","05/01/2022"
551,MH  Superfresh,"71",Secret Recipe,"7107",Hot Beverages,"20.0000","33.4861","22.3800","11.1061","33.1600","01/01/2022"
578,MH Levuka,"67",Vegetable,"6704",Imported VegetableS-Prepack,"61.0000","141.0275","104.9200","36.1075","25.6000","07/01/2022"
514,MHCC Level 1 Supermarket,"61",Supermarket (Non-Food),"6109",Fabric Care,"99.0000","273.9082","205.8060","68.1022","24.8600","05/01/2022"
523,Maxval-u Supermart - Sigatoka,"25",Homeware,"2505",Cleaning Requirements,"4.0000","22.6147","15.3110","7.3037","32.2900","01/01/2022"
517,Maxval-u Supermart - Flagstaff,"16",Accessories,"1612",Umbrella,"3.0000","26.1468","19.5000","6.6468","25.4200","07/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5807",Sauce,"136.0000","334.2294","218.0840","116.1454","34.7500","06/01/2022"
512,Maxval-u Supermart - City Homemaker,"58",Food,"5865",Export - Png,"5.0000","14.4954","13.6950","0.8004","5.5200","01/01/2022"
512,Maxval-u Supermart - City Homemaker,"66",Fruit,"6610",Imported Fruits,"837.9640","428.5321","298.3609","130.1712","30.3700","05/01/2022"
521,Maxval-u Supermart - Hypermarket,"58",Food,"5807",Sauce,"50.0000","121.7432","83.0040","38.7392","31.8200","02/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5804",Dried Fruits,"5.0000","14.7706","9.2940","5.4766","37.0700","02/01/2022"
527,Maxval-u Supermart - Navua,"58",Food,"5830",Oil,"26.0000","355.4771","330.1010","25.3761","7.1300","01/01/2022"
517,Maxval-u Supermart - Flagstaff,"61",Supermarket (Non-Food),"6117",Pharmaceuticals,"2.0000","20.9541","16.1150","4.8391","23.0900","06/01/2022"
513,Maxval-u Nausori,"58",Food,"5830",Oil,"45.0000","267.3210","228.6090","38.7120","14.4800","06/01/2022"
513,Maxval-u Nausori,"58",Food,"5830",Oil,"23.0000","176.9908","156.4360","20.5548","11.6100","05/01/2022"
551,MH  Superfresh,"61",Supermarket (Non-Food),"6117",Pharmaceuticals,"2.0000","51.2844","39.4400","11.8444","23.0900","03/01/2022"
537,Maxval-u Supermart - Rakiraki,"58",Food,"5804",Dried Fruits,"4.0000","11.9266","7.1800","4.7466","39.7900","01/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5830",Oil,"17.0000","96.0091","74.3530","21.6561","22.5500","03/01/2022"
543,Maxval-u Supermart - Somosomo,"40",Electrical Appliances,"4001",Small  Kitchen Appliance,"2.0000","300.9174","205.2050","95.7124","31.8000","02/01/2022"
511,MHCC Level 2 Homemaker,"29",School & Office,"2907",Covers And Tapes,"6.0000","14.3120","9.6710","4.6410","32.4200","02/01/2022"
530,Maxval-u Nadi Lodhia,"66",Fruit,"6610",Imported Fruits,"409.9100","174.7431","137.2130","37.5301","21.4700","01/01/2022"
542,Maxval-u Supermart - Premium Savusavu,"58",Food,"5807",Sauce,"33.0000","119.5412","79.9980","39.5432","33.0700","02/01/2022"
581,Maxval-u Supermart - Valelevu,"61",Supermarket (Non-Food),"6109",Fabric Care,"232.0000","714.7618","583.5740","131.1878","18.3500","01/01/2022"
545,Maxval-u Supermart - Labasa Town,"67",Vegetable,"6704",Imported VegetableS-Prepack,"302.0000","653.8716","575.3100","78.5616","12.0100","04/01/2022"
527,Maxval-u Supermart - Navua,"61",Supermarket (Non-Food),"6109",Fabric Care,"185.0000","652.3764","495.6150","156.7614","24.0200","06/01/2022"
581,Maxval-u Supermart - Valelevu,"61",Supermarket (Non-Food),"6109",Fabric Care,"165.0000","522.0916","423.8720","98.2196","18.8100","02/01/2022"
531,Maxval-u Supermart - Ba,"61",Supermarket (Non-Food),"6109",Fabric Care,"383.0000","1114.2755","924.9330","189.3425","16.9900","01/01/2022"
537,Maxval-u Supermart - Rakiraki,"58",Food,"5865",Export - Png,"1.0000","2.8991","2.7390","0.1601","5.5200","02/01/2022"
545,Maxval-u Supermart - Labasa Town,"58",Food,"5830",Oil,"17.0000","95.0458","73.6550","21.3908","22.5000","05/01/2022"
564,Maxval-u Supermart - Lami,"29",School & Office,"2907",Covers And Tapes,"2.0000","2.1101","1.5600","0.5501","26.0600","02/01/2022"
527,Maxval-u Supermart - Navua,"58",Food,"5811",Dips/ Gravy/ Pasta Sauce,"1.0000","8.2110","5.8000","2.4110","29.3600","07/01/2022"
524,Maxval-u Supermart - Namaka,"67",Vegetable,"6704",Imported VegetableS-Prepack,"52.0000","106.3853","99.3200","7.0653","6.6400","05/01/2022"
513,Maxval-u Nausori,"66",Fruit,"6610",Imported Fruits,"1495.0850","782.5229","641.8667","140.6562","17.9700","01/01/2022"
545,Maxval-u Supermart - Labasa Town,"61",Supermarket (Non-Food),"6117",Pharmaceuticals,"2.0000","11.1376","8.5200","2.6176","23.5000","02/01/2022"
578,MH Levuka,"25",Homeware,"2505",Cleaning Requirements,"1.0000","2.1560","1.5120","0.6440","29.8700","01/01/2022"
581,Maxval-u Supermart - Valelevu,"61",Supermarket (Non-Food),"6109",Fabric Care,"254.0000","809.1192","634.7860","174.3332","21.5400","07/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5865",Export - Png,"7.0000","20.2936","19.0780","1.2156","5.9900","06/01/2022"
513,Maxval-u Nausori,"61",Supermarket (Non-Food),"6117",Pharmaceuticals,"1.0000","14.6330","11.2500","3.3830","23.1100","07/01/2022"
523,Maxval-u Supermart - Sigatoka,"58",Food,"5807",Sauce,"117.0000","263.8534","177.6310","86.2224","32.6700","01/01/2022"
512,Maxval-u Supermart - City Homemaker,"31",Gift & Occasion,"3108",Party Products,"2.0000","8.0734","6.4000","1.6734","20.7200","06/01/2022"
545,Maxval-u Supermart - Labasa Town,"61",Supermarket (Non-Food),"6102",Home & Kitchen Care,"32.0000","102.0549","84.1110","17.9439","17.5800","02/01/2022"
551,MH  Superfresh,"58",Food,"5823",Spread,"84.0000","456.4681","312.1580","144.3101","31.6100","06/01/2022"
527,Maxval-u Supermart - Navua,"58",Food,"5803",Canned Fruits,"15.0000","36.0550","22.6540","13.4010","37.1600","05/01/2022"
519,MHCC Quick Stop,"58",Food,"5838",Snacks And Savouries,"3.0000","9.9541","6.2060","3.7481","37.6500","07/01/2022"
530,Maxval-u Nadi Lodhia,"60",Beverages,"6004",Beverage - Cold,"379.0000","758.4858","720.4200","38.0658","5.0100","02/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5822",Cheese,"3.0000","21.8807","17.7060","4.1747","19.0700","03/01/2022"
531,Maxval-u Supermart - Ba,"29",School & Office,"2906",Colouring & Art Materials,"1.0000","1.2844","0.9190","0.3654","28.4400","05/01/2022"
513,Maxval-u Nausori,"58",Food,"5801",Speciality Food,"3.0000","4.4954","2.4860","2.0094","44.6900","04/01/2022"
543,Maxval-u Supermart - Somosomo,"60",Beverages,"6001",Beverage Hot - Tea,"28.0000","59.7890","50.3260","9.4630","15.8200","04/01/2022"
512,Maxval-u Supermart - City Homemaker,"58",Food,"5803",Canned Fruits,"9.0000","19.0826","12.2590","6.8236","35.7500","06/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5853",Coconut Cream,"2.0000","7.7982","4.3060","3.4922","44.7800","07/01/2022"
514,MHCC Level 1 Supermarket,"71",Secret Recipe,"7108",Cold Beverages,"92.0000","228.6150","152.7840","75.8310","33.1600","05/01/2022"
513,Maxval-u Nausori,"58",Food,"5838",Snacks And Savouries,"1291.0000","874.6883","653.7950","220.8933","25.2500","06/01/2022"
521,Maxval-u Supermart - Hypermarket,"58",Food,"5838",Snacks And Savouries,"926.5000","596.1932","454.8025","141.3907","23.7100","06/01/2022"
578,MH Levuka,"58",Food,"5838",Snacks And Savouries,"232.0000","162.6695","122.9220","39.7475","24.4300","04/01/2022"
527,Maxval-u Supermart - Navua,"29",School & Office,"2906",Colouring & Art Materials,"2.0000","1.0092","0.7400","0.2692","26.6700","01/01/2022"
514,MHCC Level 1 Supermarket,"58",Food,"5803",Canned Fruits,"16.0000","32.4771","21.7290","10.7481","33.0900","04/01/2022"
527,Maxval-u Supermart - Navua,"58",Food,"5838",Snacks And Savouries,"614.0000","538.7613","448.2080","90.5533","16.8000","02/01/2022"
527,Maxval-u Supermart - Navua,"29",School & Office,"2906",Colouring & Art Materials,"19.0000","13.9908","10.2080","3.7828","27.0300","02/01/2022"
578,MH Levuka,"60",Beverages,"6004",Beverage - Cold,"87.0000","200.5964","186.1420","14.4544","7.2000","02/01/2022"
512,Maxval-u Supermart - City Homemaker,"60",Beverages,"6001",Beverage Hot - Tea,"167.0000","291.0548","253.6670","37.3878","12.8400","06/01/2022"
524,Maxval-u Supermart - Namaka,"58",Food,"5803",Canned Fruits,"11.0000","22.9817","14.1520","8.8297","38.4200","05/01/2022"
543,Maxval-u Supermart - Somosomo,"58",Food,"5803",Canned Fruits,"4.0000","6.4220","4.4880","1.9340","30.1100","04/01/2022"
524,Maxval-u Supermart - Namaka,"58",Food,"5822",Cheese,"1.0000","7.2936","6.0550","1.2386","16.9800","04/01/2022"
514,MHCC Level 1 Supermarket,"60",Beverages,"6004",Beverage - Cold,"713.0000","1660.5963","1490.3420","170.2543","10.2500","01/01/2022"
561,Maxval-u Supermart - Naulu,"61",Supermarket (Non-Food),"6104",Disposable Products,"24.0000","60.3670","40.1580","20.2090","33.4700","06/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5838",Snacks And Savouries,"360.0000","334.9719","243.6560","91.3159","27.2600","03/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5853",Coconut Cream,"7.0000","23.6238","14.0590","9.5648","40.4800","04/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5838",Snacks And Savouries,"579.0000","318.6974","254.4120","64.2854","20.1700","02/01/2022"
513,Maxval-u Nausori,"31",Gift & Occasion,"3104",Gift Items,"1.0000","3.6239","1.9340","1.6899","46.6300","06/01/2022"
523,Maxval-u Supermart - Sigatoka,"29",School & Office,"2906",Colouring & Art Materials,"2.0000","2.5229","1.8400","0.6829","27.0600","06/01/2022"
513,Maxval-u Nausori,"60",Beverages,"6004",Beverage - Cold,"939.0000","1670.1466","1534.5010","135.6456","8.1200","07/01/2022"
561,Maxval-u Supermart - Naulu,"58",Food,"5853",Coconut Cream,"10.0000","27.0642","21.4600","5.6042","20.7000","02/01/2022"
512,Maxval-u Supermart - City Homemaker,"60",Beverages,"6001",Beverage Hot - Tea,"147.0000","243.8989","215.2800","28.6189","11.7300","05/01/2022"
581,Maxval-u Supermart - Valelevu,"61",Supermarket (Non-Food),"6104",Disposable Products,"11.0000","32.7981","22.1430","10.6551","32.4800","04/01/2022"
513,Maxval-u Nausori,"60",Beverages,"6004",Beverage - Cold,"1049.0000","1682.1470","1497.5530","184.5940","10.9700","04/01/2022"
514,MHCC Level 1 Supermarket,"58",Food,"5803",Canned Fruits,"14.0000","31.2110","20.8750","10.3360","33.1100","05/01/2022"
521,Maxval-u Supermart - Hypermarket,"26",China And Glassware,"2602",Glass Crockery,"1.0000","6.3761","4.2070","2.1691","34.0100","07/01/2022"
513,Maxval-u Nausori,"58",Food,"5838",Snacks And Savouries,"626.0000","649.2198","448.2980","200.9218","30.9400","05/01/2022"
564,Maxval-u Supermart - Lami,"60",Beverages,"6001",Beverage Hot - Tea,"37.0000","55.0184","48.8570","6.1614","11.1900","04/01/2022"
531,Maxval-u Supermart - Ba,"25",Homeware,"2506",Tableware,"5.0000","8.9450","1.3800","7.5650","84.5700","06/01/2022"
551,MH  Superfresh,"29",School & Office,"2911",Modems,"1.0000","1.0550","0.7320","0.3230","30.6100","06/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5803",Canned Fruits,"14.0000","38.0275","25.5390","12.4885","32.8400","06/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5853",Coconut Cream,"3.0000","8.7615","5.3350","3.4265","39.1000","05/01/2022"
512,Maxval-u Supermart - City Homemaker,"25",Homeware,"2506",Tableware,"1.0000","1.7890","0.2760","1.5130","84.5700","05/01/2022"
581,Maxval-u Supermart - Valelevu,"60",Beverages,"6001",Beverage Hot - Tea,"95.0000","198.9726","166.5450","32.4276","16.2900","04/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5838",Snacks And Savouries,"741.0000","520.0458","410.9940","109.0518","20.9600","02/01/2022"
545,Maxval-u Supermart - Labasa Town,"58",Food,"5838",Snacks And Savouries,"186.0000","264.4862","182.8540","81.6322","30.8600","05/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5822",Cheese,"4.0000","29.1743","22.8800","6.2943","21.5700","07/01/2022"
530,Maxval-u Nadi Lodhia,"58",Food,"5822",Cheese,"4.0000","29.1743","22.8800","6.2943","21.5700","06/01/2022"
578,MH Levuka,"29",School & Office,"2911",Modems,"2.0000","30.5505","46.5800",-16.0295,-52.4600,"07/01/2022"
517,Maxval-u Supermart - Flagstaff,"61",Supermarket (Non-Food),"6104",Disposable Products,"11.0000","19.8165","13.4130","6.4035","32.3100","03/01/2022"
512,Maxval-u Supermart - City Homemaker,"64",Meat,"6409",Seafood,"0.8120","11.8807","10.0390","1.8417","15.5000","01/01/2022"
551,MH  Superfresh,"29",School & Office,"2906",Colouring & Art Materials,"5.0000","22.4771","16.1600","6.3171","28.1000","03/01/2022"
530,Maxval-u Nadi Lodhia,"60",Beverages,"6001",Beverage Hot - Tea,"22.0000","31.7248","27.8540","3.8708","12.2000","02/01/2022"
521,Maxval-u Supermart - Hypermarket,"58",Food,"5803",Canned Fruits,"14.0000","31.9266","20.8920","11.0346","34.5600","04/01/2022"
512,Maxval-u Supermart - City Homemaker,"61",Supermarket (Non-Food),"6104",Disposable Products,"18.0000","60.4956","43.4880","17.0076","28.1100","05/01/2022"
537,Maxval-u Supermart - Rakiraki,"60",Beverages,"6004",Beverage - Cold,"306.0000","568.9453","515.8340","53.1113","9.3300","07/01/2022"
581,Maxval-u Supermart - Valelevu,"60",Beverages,"6004",Beverage - Cold,"1382.0000","2465.8621","2352.3020","113.5601","4.6000","01/01/2022"
581,Maxval-u Supermart - Valelevu,"58",Food,"5823",Spread,"32.0000","135.7343","91.1950","44.5393","32.8100","05/01/2022"
581,Maxval-u Supermart - Valelevu,"66",Fruit,"6610",Imported Fruits,"417.3350","224.3028","160.9841","63.3187","28.2200","05/01/2022"
564,Maxval-u Supermart - Lami,"58",Food,"5811",Dips/ Gravy/ Pasta Sauce,"1.0000","8.2110","5.7250","2.4860","30.2700","05/01/2022"
527,Maxval-u Supermart - Navua,"58",Food,"5807",Sauce,"84.0000","211.2387","136.2600","74.9787","35.4900","05/01/2022"
545,Maxval-u Supermart - Labasa Town,"66",Fruit,"6610",Imported Fruits,"1170.4240","618.9266","505.9351","112.9915","18.2500","07/01/2022"
521,Maxval-u Supermart - Hypermarket,"31",Gift & Occasion,"3108",Party Products,"14.0000","49.2200","34.5000","14.7200","29.9000","01/01/2022"
517,Maxval-u Supermart - Flagstaff,"58",Food,"5807",Sauce,"96.0000","264.3116","191.8090","72.5026","27.4300","07/01/2022"
530,Maxval-u Nadi Lodhia,"66",Fruit,"6610",Imported Fruits,"138.7100","79.9633","52.2896","27.6737","34.6000","05/01/2022"
530,Maxval-u Nadi Lodhia,"61",Supermarket (Non-Food),"6102",Home & Kitchen Care,"43.0000","115.9538","94.7570","21.1968","18.2800","02/01/2022"
512,Maxval-u Supermart - City Homemaker,"40",Electrical Appliances,"4001",Small  Kitchen Appliance,"3.0000","443.1193","298.3260","144.7933","32.6700","05/01/2022"
513,Maxval-u Nausori,"58",Food,"5830",Oil,"41.0000","424.3304","384.5860","39.7444","9.3600","07/01/2022"
514,MHCC Level 1 Supermarket,"58",Food,"5812",Mustard / Pickles,"1.0000","5.4954","4.4000","1.0954","19.9300","04/01/2022"
531,Maxval-u Supermart - Ba,"66",Fruit,"6610",Imported Fruits,"634.0000","309.1283","236.9100","72.2183","23.3600","07/01/2022"
527,Maxval-u Supermart - Navua,"66",Fruit,"6610",Imported Fruits,"958.1550","462.9175","361.5533","101.3642","21.8900","01/01/2022"
523,Maxval-u Supermart - Sigatoka,"67",Vegetable,"6704",Imported VegetableS-Prepack,"59.0000","120.7064","110.0540","10.6524","8.8200","07/01/2022"
531,Maxval-u Supermart - Ba,"67",Vegetable,"6704",Imported VegetableS-Prepack,"244.0000","499.1927","448.2280","50.9647","10.2000","07/01/2022"
521,Maxval-u Supermart - Hypermarket,"69",Alcoholic Beverage,"6905",Beer,"199.0000","466.9725","428.7450","38.2275","8.1800","02/01/2022"
